,run00,run01,run02,run03,run04,run05,run06
0,0.036289215087890625,0.037586212158203125,0.0341489315032959,0.04344010353088379,0.03150010108947754,0.03537392616271973,0.03867006301879883
1,0.028229951858520508,0.02507305145263672,0.02849411964416504,0.033045053482055664,0.055020809173583984,0.02945399284362793,0.023815155029296875
2,0.02466297149658203,0.030045032501220703,0.0253450870513916,0.023578882217407227,0.02780604362487793,0.02278900146484375,0.06178092956542969
3,0.036647796630859375,0.02339911460876465,0.020778894424438477,0.03149080276489258,0.03287315368652344,0.02977609634399414,0.03044605255126953
4,0.023454904556274414,0.04790306091308594,0.029382944107055664,0.14658522605895996,0.028902053833007812,0.0759279727935791,0.034147024154663086
5,0.029953956604003906,0.029879093170166016,0.029278039932250977,0.04924893379211426,0.027252912521362305,0.03279900550842285,0.03326106071472168
6,0.025011777877807617,0.06557297706604004,0.03299713134765625,0.04094815254211426,0.0305478572845459,0.02619194984436035,0.04350709915161133
7,0.04557514190673828,0.02787303924560547,0.10466384887695312,0.057769060134887695,0.04412198066711426,0.05986499786376953,0.07410907745361328
8,0.026398897171020508,0.027363061904907227,0.042838096618652344,0.04124283790588379,0.022722959518432617,0.02979898452758789,0.0305020809173584
9,0.026789188385009766,0.03711414337158203,0.02484917640686035,0.05184507369995117,0.03621482849121094,0.03478598594665527,0.05840301513671875
10,0.02760910987854004,0.026202917098999023,0.03905892372131348,0.06848907470703125,0.023136138916015625,0.02746415138244629,0.04848003387451172
11,0.031636953353881836,0.027090072631835938,0.03601384162902832,0.07795119285583496,0.033010005950927734,0.04893684387207031,0.03173398971557617
12,0.06857681274414062,0.045031070709228516,0.03309202194213867,0.03896617889404297,0.056964874267578125,0.04544401168823242,0.07431507110595703
13,0.030207157135009766,0.03377103805541992,0.05057191848754883,0.040789127349853516,0.03935408592224121,0.025825023651123047,0.04197287559509277
14,0.022510051727294922,0.028883934020996094,0.04764199256896973,0.05849099159240723,0.05706000328063965,0.04304099082946777,0.028775930404663086
15,0.03661990165710449,0.03859114646911621,0.02576899528503418,0.04968690872192383,0.04473710060119629,0.047345876693725586,0.03036189079284668
16,0.03685307502746582,0.02939605712890625,0.033944129943847656,0.029774904251098633,0.028239011764526367,0.04026913642883301,0.03311896324157715
17,0.030827045440673828,0.09095096588134766,0.025933027267456055,0.12890005111694336,0.034623146057128906,0.03766679763793945,0.03405189514160156
18,0.028931856155395508,0.023643970489501953,0.029761075973510742,0.02758502960205078,0.0318150520324707,0.023833036422729492,0.01638197898864746
19,0.028338909149169922,0.021937131881713867,0.03940081596374512,0.023157119750976562,0.02158498764038086,0.05920600891113281,0.04596710205078125
20,0.04485917091369629,0.02629995346069336,0.05037093162536621,0.039836883544921875,0.0434110164642334,0.035736083984375,0.023330211639404297
21,0.026591062545776367,0.03139209747314453,0.02501392364501953,0.030260086059570312,0.027698993682861328,0.0321500301361084,0.02294611930847168
22,0.07154488563537598,0.031774044036865234,0.05024003982543945,0.03622698783874512,0.0262758731842041,0.02193903923034668,0.030031919479370117
23,0.02731013298034668,0.046633005142211914,0.023041963577270508,0.030627012252807617,0.0281679630279541,0.038993120193481445,0.05518507957458496
24,0.06113290786743164,0.015548229217529297,0.026401042938232422,0.06465816497802734,0.022491931915283203,0.04041099548339844,0.03503298759460449
25,0.025668859481811523,0.022424936294555664,0.02479696273803711,0.03883719444274902,0.09209990501403809,0.029269933700561523,0.018553972244262695
26,0.023946046829223633,0.023602962493896484,0.025207042694091797,0.034789085388183594,0.03150200843811035,0.04041790962219238,0.02507495880126953
27,0.02441716194152832,0.0482020378112793,0.03498101234436035,0.03998994827270508,0.027627944946289062,0.026866912841796875,0.06261301040649414
28,0.03279590606689453,0.017030000686645508,0.021970033645629883,0.0798799991607666,0.04029393196105957,0.022064208984375,0.04671216011047363
29,0.033354997634887695,0.03774690628051758,0.042289018630981445,0.03224301338195801,0.01772618293762207,0.023070812225341797,0.051789045333862305
30,0.033699989318847656,0.03290915489196777,0.02132391929626465,0.05583000183105469,0.021629810333251953,0.023385047912597656,0.030681133270263672
31,0.038311004638671875,0.05842304229736328,0.017490863800048828,0.07710003852844238,0.03865814208984375,0.03580498695373535,0.023077011108398438
32,0.027264833450317383,0.016345977783203125,0.025396108627319336,0.0442352294921875,0.031227827072143555,0.09019112586975098,0.029011964797973633
33,0.017615079879760742,0.03205299377441406,0.05137801170349121,0.04922604560852051,0.01587700843811035,0.05295300483703613,0.024956941604614258
34,0.023103952407836914,0.031556129455566406,0.06813693046569824,0.03492999076843262,0.03525805473327637,0.02073383331298828,0.031152963638305664
35,0.0780038833618164,0.04353809356689453,0.027713775634765625,0.057190895080566406,0.028460025787353516,0.0655369758605957,0.03741097450256348
36,0.031762123107910156,0.029703855514526367,0.031129121780395508,0.04031109809875488,0.08875894546508789,0.02202010154724121,0.03238487243652344
37,0.0438079833984375,0.02380204200744629,0.031591176986694336,0.0350339412689209,0.014721155166625977,0.01730203628540039,0.016956090927124023
38,0.023636817932128906,0.020108938217163086,0.022604942321777344,0.02905893325805664,0.01816391944885254,0.0153350830078125,0.017837047576904297
39,0.03286409378051758,0.019433021545410156,0.028745174407958984,0.02390599250793457,0.03163909912109375,0.022140026092529297,0.033721923828125
40,0.011904001235961914,0.017253875732421875,0.01028299331665039,0.04685187339782715,0.03298306465148926,0.013966083526611328,0.03575491905212402
41,0.05477023124694824,0.019809961318969727,0.012634992599487305,0.05222606658935547,0.032788991928100586,0.014804840087890625,0.015638113021850586
42,0.023926973342895508,0.01509714126586914,0.029417037963867188,0.02635502815246582,0.024862051010131836,0.024358034133911133,0.01923990249633789
43,0.020116090774536133,0.012006998062133789,0.02618694305419922,0.04224896430969238,0.018938064575195312,0.011749029159545898,0.02220010757446289
